(2310, -0.199)
(2316, -0.166)
(2335, -0.133)
(2381, -0.085)
(2426, -0.045)
(2481, 0.005)
(2524, 0.044)
(2569, 0.091)
(2622, 0.145)
(2661, 0.181)
(2701, 0.23)
(2738, 0.263)
(2733, 0.229)
(2696, 0.183)
(2657, 0.145)
(2606, 0.089)
(2561, 0.047)
(2534, 0.007)
(2475, -0.045)
(2443, -0.085)
(2389, -0.129)
(2357, -0.16)
Angle=0.0010037983680867989*PotRead - 2.5051757456517563
