Time [s],Servo [rad],Table angle [rad]
0.338,-0.03490555555555556,-0.011740599324147727
0.346,-0.03490555555555556,-0.003710212379453459
0.354,-0.03490555555555556,-0.006721607483713754
0.362,-0.03490555555555556,-0.006721607483713754
0.37,-0.03490555555555556,-0.008729204219887432
0.378,-0.03490555555555556,-0.011740599324147727
0.386,-0.03490555555555556,-0.01073680095606111
0.394,-0.03490555555555556,-0.015755792796495083
0.402,-0.03490555555555556,0.00030498109289389674
0.41,-0.03490555555555556,-0.006721607483713754
0.418,-0.03490555555555556,-0.008729204219887432
0.426,-0.03490555555555556,-0.014751994428408466
0.434,-0.03490555555555556,-0.011740599324147727
0.442,-0.03490555555555556,-0.014751994428408466
0.45,-0.03490555555555556,-0.01073680095606111
0.458,-0.03490555555555556,-0.006721607483713754
0.466,-0.03490555555555556,-0.007725405851800815
0.474,-0.03490555555555556,-0.005717809115627137
0.482,-0.03490555555555556,-0.003710212379453459
0.49,-0.03490555555555556,-0.009733002587974493
0.498,-0.03490555555555556,-0.007725405851800815
0.506,-0.03490555555555556,-0.013748196060321405
0.514,-0.03490555555555556,-0.005717809115627137
0.522,-0.03490555555555556,-0.007725405851800815
0.53,-0.03490555555555556,-0.007725405851800815
0.538,-0.03490555555555556,-0.008729204219887432
0.546,-0.03490555555555556,-0.003710212379453459
0.554,-0.03490555555555556,-0.01977098626884244
0.562,-0.03490555555555556,-0.008729204219887432
0.57,-0.03490555555555556,-0.0167595911645817
0.578,-0.03490555555555556,-0.007725405851800815
0.586,-0.03490555555555556,-0.0167595911645817
0.594,-0.03490555555555556,-0.012744397692234788
0.602,-0.03490555555555556,-0.0167595911645817
0.61,-0.03490555555555556,-0.007725405851800815
0.618,-0.03490555555555556,-0.015755792796495083
0.626,-0.03490555555555556,-0.0027064140113668422
0.634,-0.03490555555555556,-0.014751994428408466
0.642,-0.03490555555555556,-0.009733002587974493
0.65,-0.03490555555555556,-0.008729204219887432
0.658,-0.03490555555555556,-0.005717809115627137
0.666,-0.03490555555555556,-0.013748196060321405
0.674,-0.03490555555555556,-0.012744397692234788
0.682,-0.03490555555555556,-0.007725405851800815
0.69,-0.03490555555555556,-0.015755792796495083
0.698,-0.03490555555555556,-0.014751994428408466
0.706,-0.03490555555555556,-0.008729204219887432
0.714,-0.03490555555555556,-0.012744397692234788
0.722,-0.03490555555555556,-0.006721607483713754
0.73,-0.03490555555555556,-0.01073680095606111
0.738,-0.03490555555555556,0.00030498109289389674
0.746,-0.03490555555555556,-0.011740599324147727
0.754,-0.03490555555555556,-0.013748196060321405
0.762,-0.03490555555555556,-0.01977098626884244
0.77,-0.03490555555555556,-0.013748196060321405
0.778,-0.03490555555555556,-0.011740599324147727
0.786,-0.03490555555555556,-0.003710212379453459
0.794,-0.03490555555555556,-0.013748196060321405
0.802,-0.03490555555555556,-0.009733002587974493
0.81,-0.03490555555555556,-0.013748196060321405
0.818,-0.03490555555555556,-0.00471401074754052
0.827,-0.03490555555555556,-0.020774784636929056
0.835,-0.03490555555555556,-0.003710212379453459
0.843,-0.03490555555555556,-0.0167595911645817
0.851,-0.03490555555555556,-0.009733002587974493
0.859,-0.03490555555555556,-0.013748196060321405
0.867,-0.03490555555555556,-0.00471401074754052
0.875,-0.03490555555555556,-0.018767187900755378
0.883,-0.03490555555555556,-0.011740599324147727
0.891,-0.03490555555555556,-0.01073680095606111
0.899,-0.03490555555555556,-0.005717809115627137
0.907,-0.03490555555555556,-0.012744397692234788
0.915,-0.03490555555555556,-0.007725405851800815
0.923,-0.03490555555555556,-0.006721607483713754
0.931,-0.03490555555555556,-0.012744397692234788
0.939,-0.03490555555555556,-0.011740599324147727
0.947,-0.03490555555555556,-0.014751994428408466
0.955,-0.03490555555555556,-0.007725405851800815
0.963,-0.03490555555555556,-0.01073680095606111
0.971,-0.03490555555555556,-0.0167595911645817
0.98,-0.03490555555555556,-0.014751994428408466
0.988,-0.03490555555555556,-0.007725405851800815
0.996,-0.03490555555555556,-0.014751994428408466
1.004,-0.5584888888888889,-0.00471401074754052
1.012,-0.5584888888888889,-0.014751994428408466
1.02,-0.5584888888888889,-0.003710212379453459
1.028,-0.5584888888888889,-0.0167595911645817
1.036,-0.5584888888888889,-0.005717809115627137
1.044,-0.5584888888888889,-0.007725405851800815
1.052,-0.5584888888888889,-0.012744397692234788
1.06,-0.5584888888888889,-0.035831760158230974
1.068,-0.5584888888888889,-0.03282036505397068
1.076,-0.5584888888888889,-0.035831760158230974
1.084,-0.5584888888888889,-0.049884937311446276
1.092,-0.5584888888888889,-0.06293431609657452
1.1,-0.5584888888888889,-0.0759836948817032
1.108,-0.5584888888888889,-0.08602167856257115
1.116,-0.5584888888888889,-0.09104067040300512
1.124,-0.5584888888888889,-0.11312423450091469
1.132,-0.5584888888888889,-0.10710144429239365
1.14,-0.5584888888888889,-0.12015082307752234
1.148,-0.5584888888888889,-0.12416601654986925
1.156,-0.5584888888888889,-0.13621159696691088
1.164,-0.5584888888888889,-0.12316221818178263
1.172,-0.5584888888888889,-0.13320020186265058
1.18,-0.5584888888888889,-0.1311926051264769
1.188,-0.5584888888888889,-0.14022679043925823
1.196,-0.5584888888888889,-0.13621159696691088
1.205,-0.5584888888888889,-0.13621159696691088
1.214,-0.5584888888888889,-0.1311926051264769
1.222,-0.5584888888888889,-0.1422343871754319
1.23,-0.5584888888888889,-0.13018880675839029
1.238,-0.5584888888888889,-0.14022679043925823
1.246,-0.5584888888888889,-0.14022679043925823
1.254,-0.5584888888888889,-0.1482571773839525
1.262,-0.5584888888888889,-0.1422343871754319
1.27,-0.5584888888888889,-0.14624958064777882
1.278,-0.5584888888888889,-0.13320020186265058
1.286,-0.5584888888888889,-0.13320020186265058
1.294,-0.5584888888888889,-0.13018880675839029
1.302,-0.5584888888888889,-0.14624958064777882
1.31,-0.5584888888888889,-0.13922299207117117
1.318,-0.5584888888888889,-0.14424198391160514
1.326,-0.5584888888888889,-0.13320020186265058
1.334,-0.5584888888888889,-0.14424198391160514
1.343,-0.5584888888888889,-0.13821919370308455
1.351,-0.5584888888888889,-0.13621159696691088
1.359,-0.5584888888888889,-0.13821919370308455
1.367,-0.5584888888888889,-0.13922299207117117
1.375,-0.5584888888888889,-0.1422343871754319
1.383,-0.5584888888888889,-0.13922299207117117
1.391,-0.5584888888888889,-0.14022679043925823
1.399,-0.5584888888888889,-0.1251698149179563
1.407,-0.5584888888888889,-0.13922299207117117
1.415,-0.5584888888888889,-0.13219640349456396
1.423,-0.5584888888888889,-0.14123058880734485
1.431,-0.5584888888888889,-0.14424198391160514
1.439,-0.5584888888888889,-0.13821919370308455
1.447,-0.5584888888888889,-0.13821919370308455
1.455,-0.5584888888888889,-0.13821919370308455
1.463,-0.5584888888888889,-0.13520779859882426
1.471,-0.5584888888888889,-0.13520779859882426
1.479,-0.5584888888888889,-0.13320020186265058
1.487,-0.5584888888888889,-0.14022679043925823
1.495,-0.5584888888888889,-0.14123058880734485
1.503,-0.5584888888888889,-0.13821919370308455
1.511,-0.5584888888888889,-0.1311926051264769
1.519,-0.5584888888888889,-0.1452457822796922
1.527,-0.5584888888888889,-0.13018880675839029
1.535,-0.5584888888888889,-0.14123058880734485
1.543,-0.5584888888888889,-0.14022679043925823
1.551,-0.5584888888888889,-0.14323818554351853
1.559,-0.5584888888888889,-0.13721539533499794
1.567,-0.5584888888888889,-0.13621159696691088
1.575,-0.5584888888888889,-0.13320020186265058
1.583,-0.5584888888888889,-0.14323818554351853
1.591,-0.5584888888888889,-0.13821919370308455
1.599,-0.5584888888888889,-0.14926097575203956
1.607,-0.5584888888888889,-0.13520779859882426
1.615,-0.5584888888888889,-0.1452457822796922
1.623,-0.5584888888888889,-0.13219640349456396
1.631,-0.5584888888888889,-0.14022679043925823
1.639,-0.5584888888888889,-0.1342040002307372
1.647,-0.5584888888888889,-0.13621159696691088
1.655,-0.5584888888888889,-0.13520779859882426
1.663,-0.5584888888888889,-0.13621159696691088
1.671,-0.5584888888888889,-0.13721539533499794
1.679,-0.5584888888888889,-0.13520779859882426
1.687,-0.5584888888888889,-0.13621159696691088
1.695,-0.5584888888888889,-0.13821919370308455
1.703,-0.5584888888888889,-0.13520779859882426
1.711,-0.5584888888888889,-0.14323818554351853
1.719,-0.5584888888888889,-0.1281812100222166
1.727,-0.5584888888888889,-0.14123058880734485
1.735,-0.5584888888888889,-0.12717741165412955
1.743,-0.5584888888888889,-0.13621159696691088
1.751,-0.5584888888888889,-0.13320020186265058
1.759,-0.5584888888888889,-0.13520779859882426
1.767,-0.5584888888888889,-0.13320020186265058
1.775,-0.5584888888888889,-0.13821919370308455
1.783,-0.5584888888888889,-0.1342040002307372
1.791,-0.5584888888888889,-0.1342040002307372
1.799,-0.5584888888888889,-0.12617361328604293
1.807,-0.5584888888888889,-0.14624958064777882
1.815,-0.5584888888888889,-0.13821919370308455
1.823,-0.5584888888888889,-0.13320020186265058
1.831,-0.5584888888888889,-0.13821919370308455
1.839,-0.5584888888888889,-0.14323818554351853
1.847,-0.5584888888888889,-0.1342040002307372
1.855,-0.5584888888888889,-0.1422343871754319
1.863,-0.5584888888888889,-0.1281812100222166
1.871,-0.5584888888888889,-0.14123058880734485
1.879,-0.5584888888888889,-0.13520779859882426
1.887,-0.5584888888888889,-0.14123058880734485
1.895,-0.5584888888888889,-0.13621159696691088
1.903,-0.5584888888888889,-0.1422343871754319
1.911,-0.5584888888888889,-0.13018880675839029
1.919,-0.5584888888888889,-0.13018880675839029
1.927,-0.5584888888888889,-0.13821919370308455
1.935,-0.5584888888888889,-0.13520779859882426
1.943,-0.5584888888888889,-0.13018880675839029
1.951,-0.5584888888888889,-0.13621159696691088
1.959,-0.5584888888888889,-0.13320020186265058
1.967,-0.5584888888888889,-0.13320020186265058
1.975,-0.5584888888888889,-0.12918500839030322
1.983,-0.5584888888888889,-0.14323818554351853
1.991,-0.5584888888888889,-0.13219640349456396
1.999,-0.5584888888888889,-0.13922299207117117
2.007,-0.5584888888888889,-0.1311926051264769
2.015,-0.5584888888888889,-0.13621159696691088
2.023,-0.5584888888888889,-0.1311926051264769
2.031,-0.5584888888888889,-0.13018880675839029
2.039,-0.5584888888888889,-0.13219640349456396
2.047,-0.5584888888888889,-0.13520779859882426
2.055,-0.5584888888888889,-0.1342040002307372
2.063,-0.5584888888888889,-0.14323818554351853
2.071,-0.5584888888888889,-0.13621159696691088
2.079,-0.5584888888888889,-0.14323818554351853
2.087,-0.5584888888888889,-0.13821919370308455
2.095,-0.5584888888888889,-0.14323818554351853
2.103,-0.5584888888888889,-0.14323818554351853
2.111,-0.5584888888888889,-0.1452457822796922
2.119,-0.5584888888888889,-0.1422343871754319
2.127,-0.5584888888888889,-0.13219640349456396
2.135,-0.5584888888888889,-0.13621159696691088
2.143,-0.5584888888888889,-0.13922299207117117
2.151,-0.5584888888888889,-0.14123058880734485
2.159,-0.5584888888888889,-0.13219640349456396
2.167,-0.5584888888888889,-0.13922299207117117
2.175,-0.5584888888888889,-0.13520779859882426
2.183,-0.5584888888888889,-0.13721539533499794
2.191,-0.5584888888888889,-0.13621159696691088
2.199,-0.5584888888888889,-0.13922299207117117
2.207,-0.5584888888888889,-0.1342040002307372
2.215,-0.5584888888888889,-0.1452457822796922
2.223,-0.5584888888888889,-0.13320020186265058
2.231,-0.5584888888888889,-0.1422343871754319
2.239,-0.5584888888888889,-0.12918500839030322
2.247,-0.5584888888888889,-0.14624958064777882
2.255,-0.5584888888888889,-0.13922299207117117
2.263,-0.5584888888888889,-0.14323818554351853
2.271,-0.5584888888888889,-0.14022679043925823
2.279,-0.5584888888888889,-0.1482571773839525
2.287,-0.5584888888888889,-0.12918500839030322
2.295,-0.5584888888888889,-0.1422343871754319
2.303,-0.5584888888888889,-0.13320020186265058
2.311,-0.5584888888888889,-0.14424198391160514
2.319,-0.5584888888888889,-0.13219640349456396
2.327,-0.5584888888888889,-0.1422343871754319
2.335,-0.5584888888888889,-0.13721539533499794
2.343,-0.5584888888888889,-0.14725337901586588
2.351,-0.5584888888888889,-0.13621159696691088
2.359,-0.5584888888888889,-0.14624958064777882
2.367,-0.5584888888888889,-0.13922299207117117
2.375,-0.5584888888888889,-0.13621159696691088
2.383,-0.5584888888888889,-0.1311926051264769
2.391,-0.5584888888888889,-0.13721539533499794
2.399,-0.5584888888888889,-0.1311926051264769
2.407,-0.5584888888888889,-0.13821919370308455
2.415,-0.5584888888888889,-0.13922299207117117
2.423,-0.5584888888888889,-0.1422343871754319
2.431,-0.5584888888888889,-0.13320020186265058
2.439,-0.5584888888888889,-0.13922299207117117
2.447,-0.5584888888888889,-0.13922299207117117
2.455,-0.5584888888888889,-0.13721539533499794
2.463,-0.5584888888888889,-0.12717741165412955
2.471,-0.5584888888888889,-0.13219640349456396
2.479,-0.5584888888888889,-0.12717741165412955
2.487,-0.5584888888888889,-0.1422343871754319
2.495,-0.5584888888888889,-0.13219640349456396
2.503,-0.5584888888888889,-0.13821919370308455
2.511,-0.5584888888888889,-0.13520779859882426
2.519,-0.5584888888888889,-0.13721539533499794
2.527,-0.5584888888888889,-0.14022679043925823
2.535,-0.5584888888888889,-0.14123058880734485
2.543,-0.5584888888888889,-0.14725337901586588
2.551,-0.5584888888888889,-0.13922299207117117
2.559,-0.5584888888888889,-0.1342040002307372
2.567,-0.5584888888888889,-0.13821919370308455
2.575,-0.5584888888888889,-0.13320020186265058
2.583,-0.5584888888888889,-0.13922299207117117
2.591,-0.5584888888888889,-0.13821919370308455
2.599,-0.5584888888888889,-0.13821919370308455
2.607,-0.5584888888888889,-0.13219640349456396
2.615,-0.5584888888888889,-0.14123058880734485
2.623,-0.5584888888888889,-0.13320020186265058
2.631,-0.5584888888888889,-0.14123058880734485
2.639,-0.5584888888888889,-0.13721539533499794
2.647,-0.5584888888888889,-0.14725337901586588
2.655,-0.5584888888888889,-0.12918500839030322
2.663,-0.5584888888888889,-0.14624958064777882
2.671,-0.5584888888888889,-0.13320020186265058
2.679,-0.5584888888888889,-0.1422343871754319
2.687,-0.5584888888888889,-0.13721539533499794
2.695,-0.5584888888888889,-0.14624958064777882
2.703,-0.5584888888888889,-0.13721539533499794
2.711,-0.5584888888888889,-0.13922299207117117
2.719,-0.5584888888888889,-0.13018880675839029
2.727,-0.5584888888888889,-0.14323818554351853
2.735,-0.5584888888888889,-0.1422343871754319
2.743,-0.5584888888888889,-0.13621159696691088
2.751,-0.5584888888888889,-0.13320020186265058
2.759,-0.5584888888888889,-0.13721539533499794
2.768,-0.5584888888888889,-0.13922299207117117
2.776,-0.5584888888888889,-0.13621159696691088
2.784,-0.5584888888888889,-0.13721539533499794
2.792,-0.5584888888888889,-0.1342040002307372
2.8,-0.5584888888888889,-0.14123058880734485
2.808,-0.5584888888888889,-0.1422343871754319
2.816,-0.5584888888888889,-0.1422343871754319
2.824,-0.5584888888888889,-0.13219640349456396
2.832,-0.5584888888888889,-0.13621159696691088
2.84,-0.5584888888888889,-0.13219640349456396
2.848,-0.5584888888888889,-0.13520779859882426
2.856,-0.5584888888888889,-0.14323818554351853
2.864,-0.5584888888888889,-0.13520779859882426
2.872,-0.5584888888888889,-0.13520779859882426
2.881,-0.5584888888888889,-0.14424198391160514
2.889,-0.5584888888888889,-0.13520779859882426
2.897,-0.5584888888888889,-0.13219640349456396
2.905,-0.5584888888888889,-0.13320020186265058
2.913,-0.5584888888888889,-0.14022679043925823
2.921,-0.5584888888888889,-0.13922299207117117
2.929,-0.5584888888888889,-0.13320020186265058
2.937,-0.5584888888888889,-0.13922299207117117
2.945,-0.5584888888888889,-0.13821919370308455
2.953,-0.5584888888888889,-0.13922299207117117
2.961,-0.5584888888888889,-0.13821919370308455
2.969,-0.5584888888888889,-0.14022679043925823
2.977,-0.5584888888888889,-0.1422343871754319
2.985,-0.5584888888888889,-0.12617361328604293
2.993,-0.5584888888888889,-0.13721539533499794
3.001,-0.5584888888888889,-0.1311926051264769
3.009,-0.5584888888888889,-0.14323818554351853
3.017,-0.5584888888888889,-0.12918500839030322
3.025,-0.5584888888888889,-0.14022679043925823
3.033,-0.5584888888888889,-0.13520779859882426
3.041,-0.5584888888888889,-0.14323818554351853
3.049,-0.5584888888888889,-0.13320020186265058
3.057,-0.5584888888888889,-0.13320020186265058
3.065,-0.5584888888888889,-0.13721539533499794
3.073,-0.5584888888888889,-0.1422343871754319
3.081,-0.5584888888888889,-0.1342040002307372
3.089,-0.5584888888888889,-0.14123058880734485
3.097,-0.5584888888888889,-0.13320020186265058
3.105,-0.5584888888888889,-0.14123058880734485
3.113,-0.5584888888888889,-0.13821919370308455
3.121,-0.5584888888888889,-0.1452457822796922
3.129,-0.5584888888888889,-0.13721539533499794
3.137,-0.5584888888888889,-0.13721539533499794
3.145,-0.5584888888888889,-0.1311926051264769
3.153,-0.5584888888888889,-0.14123058880734485
3.161,-0.5584888888888889,-0.13018880675839029
3.169,-0.5584888888888889,-0.14022679043925823
3.177,-0.5584888888888889,-0.1281812100222166
3.185,-0.5584888888888889,-0.1342040002307372
3.193,-0.5584888888888889,-0.1342040002307372
3.201,-0.5584888888888889,-0.14123058880734485
3.209,-0.5584888888888889,-0.13520779859882426
3.217,-0.5584888888888889,-0.14123058880734485
3.225,-0.5584888888888889,-0.13018880675839029
3.233,-0.5584888888888889,-0.13721539533499794
3.241,-0.5584888888888889,-0.13922299207117117
3.249,-0.5584888888888889,-0.1342040002307372
3.258,-0.5584888888888889,-0.14022679043925823
3.267,-0.5584888888888889,-0.1281812100222166
3.275,-0.5584888888888889,-0.14022679043925823
3.283,-0.5584888888888889,-0.1342040002307372
3.291,-0.5584888888888889,-0.13821919370308455
3.299,-0.5584888888888889,-0.13219640349456396
3.307,-0.5584888888888889,-0.14022679043925823
3.315,-0.5584888888888889,-0.14123058880734485
3.323,-0.5584888888888889,-0.13821919370308455
3.331,-0.5584888888888889,-0.13320020186265058
3.339,-0.5584888888888889,-0.14022679043925823
3.347,-0.5584888888888889,-0.13721539533499794
3.355,-0.5584888888888889,-0.13621159696691088
3.363,-0.5584888888888889,-0.1342040002307372
3.371,-0.5584888888888889,-0.13922299207117117
3.379,-0.5584888888888889,-0.14123058880734485
3.387,-0.5584888888888889,-0.14022679043925823
3.396,-0.5584888888888889,-0.13320020186265058
3.404,-0.5584888888888889,-0.13821919370308455
3.412,-0.5584888888888889,-0.12918500839030322
3.42,-0.5584888888888889,-0.1482571773839525
3.428,-0.5584888888888889,-0.13922299207117117
3.436,-0.5584888888888889,-0.13821919370308455
3.444,-0.5584888888888889,-0.13018880675839029
3.452,-0.5584888888888889,-0.13821919370308455
3.46,-0.5584888888888889,-0.13520779859882426
3.468,-0.5584888888888889,-0.1422343871754319
3.476,-0.5584888888888889,-0.13520779859882426
3.484,-0.5584888888888889,-0.13821919370308455
3.492,-0.5584888888888889,-0.1452457822796922
3.5,-0.5584888888888889,-0.13520779859882426
3.508,-0.5584888888888889,-0.1281812100222166
3.516,-0.5584888888888889,-0.1342040002307372
3.524,-0.5584888888888889,-0.13621159696691088
3.532,-0.5584888888888889,-0.13922299207117117
3.54,-0.5584888888888889,-0.13821919370308455
3.548,-0.5584888888888889,-0.14022679043925823
3.556,-0.5584888888888889,-0.13520779859882426
3.564,-0.5584888888888889,-0.14424198391160514
3.572,-0.5584888888888889,-0.13922299207117117
3.58,-0.5584888888888889,-0.13922299207117117
3.588,-0.5584888888888889,-0.1422343871754319
3.596,-0.5584888888888889,-0.14123058880734485
3.604,-0.5584888888888889,-0.1281812100222166
3.612,-0.5584888888888889,-0.14022679043925823
3.62,-0.5584888888888889,-0.13721539533499794
3.628,-0.5584888888888889,-0.14022679043925823
3.636,-0.5584888888888889,-0.1342040002307372
3.644,-0.5584888888888889,-0.1452457822796922
3.652,-0.5584888888888889,-0.13520779859882426
3.66,-0.5584888888888889,-0.13520779859882426
3.668,-0.5584888888888889,-0.12416601654986925
3.676,-0.5584888888888889,-0.13721539533499794
3.684,-0.5584888888888889,-0.13821919370308455
3.692,-0.5584888888888889,-0.13219640349456396
3.7,-0.5584888888888889,-0.13621159696691088
3.708,-0.5584888888888889,-0.14725337901586588
3.716,-0.5584888888888889,-0.13018880675839029
3.724,-0.5584888888888889,-0.1311926051264769
3.732,-0.5584888888888889,-0.13219640349456396
3.74,-0.5584888888888889,-0.13520779859882426
3.748,-0.5584888888888889,-0.13520779859882426
3.756,-0.5584888888888889,-0.1342040002307372
3.764,-0.5584888888888889,-0.13320020186265058
3.772,-0.5584888888888889,-0.1281812100222166
3.78,-0.5584888888888889,-0.14022679043925823
3.788,-0.5584888888888889,-0.13821919370308455
3.796,-0.5584888888888889,-0.13219640349456396
3.804,-0.5584888888888889,-0.13621159696691088
3.812,-0.5584888888888889,-0.13621159696691088
3.82,-0.5584888888888889,-0.13520779859882426
3.828,-0.5584888888888889,-0.13721539533499794
3.836,-0.5584888888888889,-0.13721539533499794
3.844,-0.5584888888888889,-0.13520779859882426
3.852,-0.5584888888888889,-0.13219640349456396
3.86,-0.5584888888888889,-0.13520779859882426
3.868,-0.5584888888888889,-0.13520779859882426
3.876,-0.5584888888888889,-0.13721539533499794
3.884,-0.5584888888888889,-0.13721539533499794
3.892,-0.5584888888888889,-0.13721539533499794
3.9,-0.5584888888888889,-0.14022679043925823
3.908,-0.5584888888888889,-0.14424198391160514
3.916,-0.5584888888888889,-0.1311926051264769
3.924,-0.5584888888888889,-0.14323818554351853
3.932,-0.5584888888888889,-0.12918500839030322
3.94,-0.5584888888888889,-0.14123058880734485
3.948,-0.5584888888888889,-0.1342040002307372
3.956,-0.5584888888888889,-0.13821919370308455
3.964,-0.5584888888888889,-0.1311926051264769
3.972,-0.5584888888888889,-0.14323818554351853
3.98,-0.5584888888888889,-0.1281812100222166
3.988,-0.5584888888888889,-0.14123058880734485
3.996,-0.5584888888888889,-0.13219640349456396
4.004,-0.5584888888888889,-0.13721539533499794
4.012,-0.5584888888888889,-0.13721539533499794
4.02,-0.5584888888888889,-0.1342040002307372
4.028,-0.5584888888888889,-0.13520779859882426
4.036,-0.5584888888888889,-0.14123058880734485
4.044,-0.5584888888888889,-0.13520779859882426
4.052,-0.5584888888888889,-0.13922299207117117
4.06,-0.5584888888888889,-0.12918500839030322
4.068,-0.5584888888888889,-0.14926097575203956
4.076,-0.5584888888888889,-0.1342040002307372
4.084,-0.5584888888888889,-0.14323818554351853
4.092,-0.5584888888888889,-0.13320020186265058
4.1,-0.5584888888888889,-0.14323818554351853
4.108,-0.5584888888888889,-0.13621159696691088
4.116,-0.5584888888888889,-0.13520779859882426
4.124,-0.5584888888888889,-0.13018880675839029
4.132,-0.5584888888888889,-0.13018880675839029
4.14,-0.5584888888888889,-0.1281812100222166
4.148,-0.5584888888888889,-0.13520779859882426
4.156,-0.5584888888888889,-0.13018880675839029
4.164,-0.5584888888888889,-0.14323818554351853
4.172,-0.5584888888888889,-0.1281812100222166
4.18,-0.5584888888888889,-0.13219640349456396
4.188,-0.5584888888888889,-0.13621159696691088
4.196,-0.5584888888888889,-0.13922299207117117
4.204,-0.5584888888888889,-0.13219640349456396
4.212,-0.5584888888888889,-0.14123058880734485
4.22,-0.5584888888888889,-0.12015082307752234
4.228,-0.5584888888888889,-0.14123058880734485
4.236,-0.5584888888888889,-0.12717741165412955
4.244,-0.5584888888888889,-0.14123058880734485
4.252,-0.5584888888888889,-0.1281812100222166
4.26,-0.5584888888888889,-0.13520779859882426
4.268,-0.5584888888888889,-0.12918500839030322
4.276,-0.5584888888888889,-0.1482571773839525
4.284,-0.5584888888888889,-0.12918500839030322
4.292,-0.5584888888888889,-0.13621159696691088
4.3,-0.5584888888888889,-0.13320020186265058
4.308,-0.5584888888888889,-0.13821919370308455
4.316,-0.5584888888888889,-0.13520779859882426
4.324,-0.5584888888888889,-0.13821919370308455
4.332,-0.5584888888888889,-0.12918500839030322
4.34,-0.5584888888888889,-0.13721539533499794
4.348,-0.5584888888888889,-0.1342040002307372
4.356,-0.5584888888888889,-0.14424198391160514
4.364,-0.5584888888888889,-0.1422343871754319
4.372,-0.5584888888888889,-0.14022679043925823
4.38,-0.5584888888888889,-0.13621159696691088
4.388,-0.5584888888888889,-0.13320020186265058
4.396,-0.5584888888888889,-0.13219640349456396
4.404,-0.5584888888888889,-0.13821919370308455
4.412,-0.5584888888888889,-0.13821919370308455
4.42,-0.5584888888888889,-0.13219640349456396
4.428,-0.5584888888888889,-0.14123058880734485
4.436,-0.5584888888888889,-0.13621159696691088
4.444,-0.5584888888888889,-0.13721539533499794
4.452,-0.5584888888888889,-0.13621159696691088
4.46,-0.5584888888888889,-0.1422343871754319
4.468,-0.5584888888888889,-0.13219640349456396
4.476,-0.5584888888888889,-0.13621159696691088
4.484,-0.5584888888888889,-0.14022679043925823
4.492,-0.5584888888888889,-0.13821919370308455
4.5,-0.5584888888888889,-0.14022679043925823
4.508,-0.5584888888888889,-0.13721539533499794
4.516,-0.5584888888888889,-0.13621159696691088
4.524,-0.5584888888888889,-0.13621159696691088
4.532,-0.5584888888888889,-0.13922299207117117
4.54,-0.5584888888888889,-0.13922299207117117
4.548,-0.5584888888888889,-0.1311926051264769
4.556,-0.5584888888888889,-0.1422343871754319
4.564,-0.5584888888888889,-0.1311926051264769
4.572,-0.5584888888888889,-0.1422343871754319
4.58,-0.5584888888888889,-0.1342040002307372
4.588,-0.5584888888888889,-0.1342040002307372
4.596,-0.5584888888888889,-0.13018880675839029
4.604,-0.5584888888888889,-0.14123058880734485
4.612,-0.5584888888888889,-0.13320020186265058
4.62,-0.5584888888888889,-0.1422343871754319
4.628,-0.5584888888888889,-0.14123058880734485
4.636,-0.5584888888888889,-0.14022679043925823
4.644,-0.5584888888888889,-0.13922299207117117
4.652,-0.5584888888888889,-0.14624958064777882
