Time [s],Servo [rad],Table angle [rad]
0.0,-0.03490555555555556,0.0043201745652408086
0.009,-0.03490555555555556,-0.005717809115627137
0.017,-0.03490555555555556,-0.0027064140113668422
0.025,-0.03490555555555556,0.0033163761971541916
0.033,-0.03490555555555556,-0.0017026156432797812
0.041,-0.03490555555555556,-0.0017026156432797812
0.049,-0.03490555555555556,0.0013087794609805137
0.058,-0.03490555555555556,-0.0027064140113668422
0.067,-0.03490555555555556,-0.00471401074754052
0.075,-0.03490555555555556,-0.006721607483713754
0.083,-0.03490555555555556,0.0013087794609805137
0.091,-0.03490555555555556,-0.003710212379453459
0.099,-0.03490555555555556,-0.006721607483713754
0.107,-0.03490555555555556,0.00030498109289389674
0.115,-0.03490555555555556,-0.0017026156432797812
0.123,-0.03490555555555556,-0.0017026156432797812
0.131,-0.03490555555555556,-0.005717809115627137
0.139,-0.03490555555555556,-0.005717809115627137
0.147,-0.03490555555555556,-0.01073680095606111
0.155,-0.03490555555555556,-0.0027064140113668422
0.163,-0.03490555555555556,-0.0006988172751931643
0.171,-0.03490555555555556,-0.0006988172751931643
0.179,-0.03490555555555556,0.0063277713014144865
0.187,-0.03490555555555556,-0.0017026156432797812
0.195,-0.03490555555555556,0.00030498109289389674
0.203,-0.03490555555555556,-0.00471401074754052
0.211,-0.03490555555555556,-0.00471401074754052
0.219,-0.03490555555555556,0.00030498109289389674
0.227,-0.03490555555555556,-0.0027064140113668422
0.235,-0.03490555555555556,-0.0006988172751931643
0.243,-0.03490555555555556,0.00030498109289389674
0.251,-0.03490555555555556,0.0013087794609805137
0.259,-0.03490555555555556,-0.0006988172751931643
0.267,-0.03490555555555556,-0.008729204219887432
0.275,-0.03490555555555556,-0.003710212379453459
0.283,-0.03490555555555556,0.0023125778290671306
0.291,-0.03490555555555556,-0.009733002587974493
0.299,-0.03490555555555556,0.00532397293332787
0.307,-0.03490555555555556,-0.008729204219887432
0.315,-0.03490555555555556,0.0023125778290671306
0.323,-0.03490555555555556,-0.008729204219887432
0.331,-0.03490555555555556,0.0043201745652408086
0.339,-0.03490555555555556,-0.0027064140113668422
0.347,-0.03490555555555556,-0.007725405851800815
0.355,-0.03490555555555556,0.0023125778290671306
0.363,-0.03490555555555556,0.00030498109289389674
0.371,-0.03490555555555556,-0.0027064140113668422
0.379,-0.03490555555555556,0.0013087794609805137
0.387,-0.03490555555555556,-0.00471401074754052
0.395,-0.03490555555555556,0.0023125778290671306
0.403,-0.03490555555555556,-0.005717809115627137
0.411,-0.03490555555555556,0.0033163761971541916
0.419,-0.03490555555555556,-0.007725405851800815
0.427,-0.03490555555555556,0.009339166405674781
0.435,-0.03490555555555556,-0.00471401074754052
0.443,-0.03490555555555556,-0.0027064140113668422
0.451,-0.03490555555555556,-0.008729204219887432
0.459,-0.03490555555555556,-0.0017026156432797812
0.467,-0.03490555555555556,-0.00471401074754052
0.475,-0.03490555555555556,0.0013087794609805137
0.483,-0.03490555555555556,0.0023125778290671306
0.491,-0.03490555555555556,0.0013087794609805137
0.499,-0.03490555555555556,-0.005717809115627137
0.507,-0.03490555555555556,0.0033163761971541916
0.515,-0.03490555555555556,-0.0017026156432797812
0.523,-0.03490555555555556,0.014358158246108754
0.531,-0.03490555555555556,-0.00471401074754052
0.539,-0.03490555555555556,-0.006721607483713754
0.547,-0.03490555555555556,0.00030498109289389674
0.555,-0.03490555555555556,0.0043201745652408086
0.563,-0.03490555555555556,-0.0027064140113668422
0.571,-0.03490555555555556,-0.0017026156432797812
0.579,-0.03490555555555556,-0.008729204219887432
0.587,-0.03490555555555556,0.00030498109289389674
0.595,-0.03490555555555556,-0.005717809115627137
0.603,-0.03490555555555556,0.00030498109289389674
0.611,-0.03490555555555556,-0.006721607483713754
0.619,-0.03490555555555556,-0.007725405851800815
0.627,-0.03490555555555556,-0.0006988172751931643
0.635,-0.03490555555555556,0.0033163761971541916
0.643,-0.03490555555555556,-0.005717809115627137
0.651,-0.03490555555555556,-0.003710212379453459
0.659,-0.03490555555555556,-0.003710212379453459
0.667,-0.03490555555555556,0.0023125778290671306
0.675,-0.03490555555555556,-0.0027064140113668422
0.683,-0.03490555555555556,0.0073315696695011034
0.691,-0.03490555555555556,-0.0027064140113668422
0.699,-0.03490555555555556,0.008335368037588164
0.708,-0.03490555555555556,-0.003710212379453459
0.716,-0.03490555555555556,-0.006721607483713754
0.724,-0.03490555555555556,-0.00471401074754052
0.732,-0.03490555555555556,-0.0006988172751931643
0.74,-0.03490555555555556,-0.0006988172751931643
0.748,-0.03490555555555556,0.00532397293332787
0.756,-0.03490555555555556,0.0013087794609805137
0.764,-0.03490555555555556,-0.0027064140113668422
0.772,-0.03490555555555556,-0.0006988172751931643
0.78,-0.03490555555555556,-0.005717809115627137
0.788,-0.03490555555555556,-0.0017026156432797812
0.796,-0.03490555555555556,-0.00471401074754052
0.804,-0.03490555555555556,-0.0006988172751931643
0.812,-0.03490555555555556,-0.007725405851800815
